System,Mass Code,System Stars,Primary Star Type,Primary Star Spectral Class,Primary Star Luminosity,Primary Star Age,Parent Star,Parent Star Type,Parent Star Spectral Class,Parent Star Luminosity,Parent Star Age,Parent Body,Parent Body Type,Parent Landable,Parent Terraformable,Planet Name,Landable,Orbit Type,Type,Rings,RingTypes,Arrival Distance,Terraforming State,Radius,Earth Masses,Surface Gravity,Surface Temperature,Surface Pressure,Volcanism,Atmosphere,Axial Tilt,Rotational Period,Tidally Locked,Orbital Period,Semi-major Axis,Orbital Eccentricity,Orbital Inclination,Arg. of Periapsis,Mean Anomaly,Longitude of Ascending Node,Coord X,Coord Y,Coord Z,Timestamp
Flyoo Prao GB-V d3-2,D,multiple,F (White) Star,F8,Vb,4694,Flyoo Prao GB-V d3-2 A,F (White) Star,F8,Vb,4694,Flyoo Prao GB-V d3-2 A,F (White) Star,,,Flyoo Prao GB-V d3-2 A 5,no,planetary,Water world,0,"",1501.5983886719,Not terraformable,9088.248,2.2537620068,1.1099840403,325,725.289119170984,Major Water Geysers,Thick Argon-rich,0.110296,1.237893499734,no,1733.85172254514,3.020505736107,0.004065,-0.172409,317.609923,22.707492,,22722.4,-400.281,40216.2,2022-06-04 12:21:58
Flyoo Prao GC-B d1-11,D,multiple,F (White) Star,F5,Vab,2880,Flyoo Prao GC-B d1-11 A,F (White) Star,F5,Vab,2880,Flyoo Prao GC-B d1-11 A,F (White) Star,,,Flyoo Prao GC-B d1-11 A 4,no,planetary,Water world,0,"",1325.9401855469,Candidate for terraforming,7693.9935,2.2476100922,1.5431425571,404,8.429821120158,Minor Metallic Magma,Thick Water-rich,-2.23374,0.933316255058,no,1430.0985192811,2.664994788498,0.004531,0.163656,236.150348,,,22201.3,-74.0625,40018.2,2020-12-20 10:26:42
Flyoo Prao GC-B d1-13,D,single,F (White) Star,F9,Vab,5334,Flyoo Prao GC-B d1-13,F (White) Star,F9,Vab,5334,Flyoo Prao GC-B d1-13,F (White) Star,,,Flyoo Prao GC-B d1-13 4,no,planetary,Water world,0,"",1234.1861572266,Not terraformable,7926.3505,2.4858028889,1.6094933748,458,21.020133972168,Minor Metallic Magma,Thick Carbon dioxide,0.175034,0.639833985243,no,1336.76047402396,2.473039640698,0.00012,-0.001783,206.628464,,,22202.3,-79.2188,40043.8,2020-12-20 11:05:33
Flyoo Prao GC-B d1-2,D,single,F (White) Star,F1,Vb,1080,Flyoo Prao GC-B d1-2,F (White) Star,F1,Vb,1080,Flyoo Prao GC-B d1-2,F (White) Star,,,Flyoo Prao GC-B d1-2 3,no,planetary,Water world,1,"Rocky (1)",1856.4774169922,Candidate for terraforming,7380.0185,1.9397250414,1.4487527609,340,11.993228912354,Minor Metallic Magma,Thick Ammonia,-0.462539,0.938615990602,no,297.457310888507,0.139172025281,0.177038,7.953642,178.017409,,,22175.5,-104.406,39982.8,2020-12-20 08:40:28
Flyoo Prao GC-B d1-3,D,multiple,F (White) Star,F9,VI,1204,,,,,,,,,,Flyoo Prao GC-B d1-3 CD 3,no,planetary,Water world,0,"",10938.42578125,Not terraformable,7350.0045,1.9188280106,1.4448736906,391,11.439503669739,Minor Metallic Magma,Thick Ammonia,0.052517,0.429004789711,no,436.010949865532,1.211017235575,0.001333,0.001194,298.4769,,,22187.4,-94.0312,39976,2020-12-20 08:48:12
Flyoo Prao GC-B d1-4,D,multiple,F (White) Star,F8,Vab,2944,Flyoo Prao GC-B d1-4 B,M (Red dwarf) Star,M2,Va,2944,Flyoo Prao GC-B d1-4 B,M (Red dwarf) Star,,,Flyoo Prao GC-B d1-4 B 7,no,planetary,Water world,0,"",8046.1655273438,Not terraformable,4008.031,0.2604629993,0.659557879,269,0.632327914238,No volcanism,Carbon dioxide,-2.452513,1.693058624525,no,699.209235608576,1.145566579136,0.131755,176.307366,238.297842,,,22204.5,-58.5938,40045.7,2020-12-20 09:43:35
Flyoo Prao GC-B d14-0,D,single,F (White) Star,F9,Vb,822,Flyoo Prao GC-B d14-0,F (White) Star,F9,Vb,822,Flyoo Prao GC-B d14-0,F (White) Star,,,Flyoo Prao GC-B d14-0 4,no,planetary,Water world,0,"",723.5247192383,Candidate for terraforming,3240.5045,0.1327529997,0.5138153434,265,0.129032101989,No volcanism,Carbon dioxide-rich,-2.527259,0.778087808252,no,604.47170226662,1.45016475368,0.000158,-0.018766,4.912279,3.323917,,22871.3,-640.844,41134.1,2022-04-30 16:30:10
Flyoo Prao GC-C d0,D,multiple,A (Blue-White) Star,A7,VI,768,Flyoo Prao GC-C d0 C,K (Yellow-Orange) Star,K5,Vab,768,Flyoo Prao GC-C d0 C,K (Yellow-Orange) Star,,,Flyoo Prao GC-C d0 C 5,no,planetary,Water world,0,"",181495.375,Candidate for terraforming,5294.6665,0.6350359917,0.9214890003,271,2.871251542068,Rocky Magma,Ammonia,0.485307,0.87474866897,no,295.87042000559,0.733635087773,0.000459,-0.063711,161.343712,139.559877,,21864.8,-381.469,39930.2,2022-05-13 18:44:45
Flyoo Prao GC-C d0,D,multiple,A (Blue-White) Star,A7,VI,768,Flyoo Prao GC-C d0 C,K (Yellow-Orange) Star,K5,Vab,768,Flyoo Prao GC-C d0 C,K (Yellow-Orange) Star,,,Flyoo Prao GC-C d0 C 6,no,planetary,Water world,0,"",181402.90625,Not terraformable,3903.8995,0.235551998,0.6287218928,294,0.791716244145,No volcanism,Carbon dioxide,-0.362352,1.662847495984,no,492.425663051782,1.030321629181,7e-06,0.002084,24.576988,124.042319,,21864.8,-381.469,39930.2,2022-05-13 18:27:26
Flyoo Prao GC-C d1,D,multiple,F (White) Star,F4,Vb,1622,Flyoo Prao GC-C d1 A,F (White) Star,F4,Vb,1622,Flyoo Prao GC-C d1 A,F (White) Star,,,Flyoo Prao GC-C d1 A 3,no,planetary,Water world,1,"Rocky (1)",2589.6459960938,Not terraformable,12021.75,5.5849738121,1.5720081329,170,0,No volcanism,No atmosphere,-0.176345,0.696159478218,no,634.384672674873,0.014401908342,0.014432,-3.119578,104.074686,2.002038,,21860.8,-399.906,39918.1,2022-05-13 18:46:25
Flyoo Prao GC-C d1,D,multiple,F (White) Star,F4,Vb,1622,Flyoo Prao GC-C d1 B,K (Yellow-Orange) Star,K2,Vab,1622,Flyoo Prao GC-C d1 B,K (Yellow-Orange) Star,,,Flyoo Prao GC-C d1 B 1,no,planetary,Water world,0,"",16801.33984375,Candidate for terraforming,3986.7,0.2531729937,0.6479765773,289,0.139851441066,No volcanism,Oxygen,2.493329,1.792754867037,no,401.603375320081,0.950846270353,0.003989,0.030574,185.460878,91.929584,,21860.8,-399.906,39918.1,2022-05-13 18:55:21
Flyoo Prao GC-C d1,D,multiple,F (White) Star,F4,Vb,1622,Flyoo Prao GC-C d1 B,K (Yellow-Orange) Star,K2,Vab,1622,Flyoo Prao GC-C d1 B,K (Yellow-Orange) Star,,,Flyoo Prao GC-C d1 B 4,no,planetary,Water world,0,"",16594.4609375,Not terraformable,3892.53025,0.2326699942,0.6246624589,271,0.573337034296,No volcanism,Carbon dioxide,0.253685,1.014685419213,no,1377.46127115359,2.162544267596,1e-06,-0.1629,248.472699,280.580558,,21860.8,-399.906,39918.1,2022-05-13 18:46:41
Flyoo Prao GC-C d2,D,multiple,F (White) Star,F9,Vab,2004,Flyoo Prao GC-C d2 A,F (White) Star,F9,Vab,2004,Flyoo Prao GC-C d2 A,F (White) Star,,,Flyoo Prao GC-C d2 A 7,no,planetary,Water world,0,"",1233.5145263672,Candidate for terraforming,6235.821,1.101984024,1.1528081894,348,0.740745975208,No volcanism,Nitrogen,-2.756349,1.5196213725,no,1277.93696743472,2.508399045627,0.014628,-3.634775,25.028245,353.497492,,21879.8,-395.906,39967.3,2022-05-13 19:01:43
Flyoo Prao GC-C d4,D,single,G (White-Yellow) Star,G6,Va,10932,Flyoo Prao GC-C d4,G (White-Yellow) Star,G6,Va,10932,Flyoo Prao GC-C d4,G (White-Yellow) Star,,,Flyoo Prao GC-C d4 7,no,planetary,Water world,0,"",685.3236083984,Not terraformable,8327.121,2.9575970173,1.7350751162,450,11.176533432026,Minor Metallic Magma,Thick Water-rich,-0.21349,1.065024368785,no,594.601925048565,1.372914520505,0.000437,0.000868,115.213461,140.949358,,21931,-358.5,39908.9,2022-05-13 19:17:39
Flyoo Prao GC-J d10-0,D,multiple,F (White) Star,F8,Vb,1366,Flyoo Prao GC-J d10-0 A,F (White) Star,F8,Vb,1366,Flyoo Prao GC-J d10-0 A,F (White) Star,,,Flyoo Prao GC-J d10-0 A 4,no,planetary,Water world,0,"",840.0783691406,Candidate for terraforming,3288.90675,0.1367540061,0.5142874718,284,0.048711997671,No volcanism,Thin Carbon dioxide-rich,0.313385,0.752886926424,no,784.444346748021,1.681877960714,0.001106,0.561519,94.462783,,,22822.2,-243.5,40782.7,2022-03-13 16:28:53
Flyoo Prao GC-K d9-1,D,multiple,G (White-Yellow) Star,G3,Vab,2284,Flyoo Prao GC-K d9-1 B,K (Yellow-Orange) Star,K8,Va,2284,Flyoo Prao GC-K d9-1 B,K (Yellow-Orange) Star,,,Flyoo Prao GC-K d9-1 B 8,no,planetary,Water world,0,"",13170.0029296875,Not terraformable,4468.927,0.3632659912,0.7392755747,228,0.903831344071,No volcanism,Nitrogen,-0.414576,1.855049794306,no,721.432151341875,1.314465756409,5e-05,-0.803184,95.167399,,,22530.7,-521.781,40705.5,2022-09-06 20:46:05
Flyoo Prao GC-K d9-2,D,multiple,F (White) Star,F9,Vb,1388,Flyoo Prao GC-K d9-2 C,K (Yellow-Orange) Star,K8,Va,1388,Flyoo Prao GC-K d9-2 C,K (Yellow-Orange) Star,,,Flyoo Prao GC-K d9-2 C 4,no,planetary,Water world,0,"",304454.75,Candidate for terraforming,4091.53825,0.2733609974,0.6642512083,256,0.572742374478,No volcanism,Nitrogen,0.261321,13.685275142292,yes,9.616475000428,0.000513414696,0.001607,-4.287743,157.127983,,,22515.3,-534.094,40705.4,2022-09-06 21:38:35
Flyoo Prao GC-L d8-0,D,single,G (White-Yellow) Star,G3,Vab,608,Flyoo Prao GC-L d8-0,G (White-Yellow) Star,G3,Vab,608,Flyoo Prao GC-L d8-0,G (White-Yellow) Star,,,Flyoo Prao GC-L d8-0 2,no,planetary,Water world,0,"",1004,Not terraformable,3776.3045,0.2119510025,0.6046032906,280,0.717413721322,No volcanism,Carbon dioxide,-2.416722,2.449301713391,no,84.276947848218,0.000753701739,0.131883,4.026893,192.963277,,,22179.6,-901.812,40688,2022-08-04 03:25:53
Flyoo Prao GC-Q c7-0,C,multiple,G (White-Yellow) Star,G4,Vab,4478,Flyoo Prao GC-Q c7-0 A,G (White-Yellow) Star,G4,Vab,4478,Flyoo Prao GC-Q c7-0 A,G (White-Yellow) Star,,,Flyoo Prao GC-Q c7-0 A 2,no,planetary,Water world,0,"",519.5989379883,Not terraformable,6940.9185,1.5878740549,1.3407603502,412,10.714870466321,Minor Silicate Vapour Geysers,Thick Ammonia,2.188495,1.46370024809,no,420.421831033843,1.041268879241,2e-06,0.0032,271.45535,167.161267,,22426.6,-415.719,40220.9,2022-06-06 18:39:26
Flyoo Prao GC-S d5-1,D,single,A (Blue-White) Star,A9,Vb,1244,Flyoo Prao GC-S d5-1,A (Blue-White) Star,A9,Vb,1244,Flyoo Prao GC-S d5-1,A (Blue-White) Star,,,Flyoo Prao GC-S d5-1 4,no,planetary,Water world,0,"",1444.7369384766,Candidate for terraforming,3483.26125,0.164102003,0.5501875877,306,0.228543459324,No volcanism,Carbon dioxide-rich,-0.030259,1.833745904525,no,1416.07438800509,2.894863532233,0.000204,0.03764,344.399499,,,22503.5,-141.562,40449,2022-02-20 01:45:38
Flyoo Prao GC-T d4-1,D,multiple,F (White) Star,F3,Vb,2866,,,,,,,,,,Flyoo Prao GC-T d4-1 AB 4,no,planetary,Water world,0,"",1703.9947509766,Candidate for terraforming,3581.3005,0.1780920029,0.564848423,250,0.054568866815,No volcanism,Thin Carbon dioxide-rich,-0.369056,0.977230615961,no,229.612213593947,0.002757334017,0.055507,6.778486,65.471304,,,22230.1,-470.125,40368.9,2022-08-27 19:08:21
Flyoo Prao GC-T d4-2,D,multiple,F (White) Star,F4,Vb,1550,Flyoo Prao GC-T d4-2 B,K (Yellow-Orange) Star,K5,Va,1550,Flyoo Prao GC-T d4-2 B,K (Yellow-Orange) Star,,,Flyoo Prao GC-T d4-2 B 2,no,planetary,Water world,0,"",241378.125,Not terraformable,4113.14525,0.2779870033,0.6684138179,287,0.890132926227,No volcanism,Carbon dioxide,0.224065,0.876837614792,no,502.122490218391,1.048264595881,0.000178,0.416731,317.432447,,,22217.5,-489.969,40368.9,2022-08-27 19:17:27
Flyoo Prao GD-H d11-1,D,multiple,F (White) Star,F5,VI,1330,Flyoo Prao GD-H d11-1 A,F (White) Star,F5,VI,1330,Flyoo Prao GD-H d11-1 A,F (White) Star,,,Flyoo Prao GD-H d11-1 A 2,no,planetary,Water world,0,"",1255.5629882813,Not terraformable,4116.851,0.2781690061,0.6676478386,282,0.68052029361,No volcanism,Nitrogen,0.492687,1.562639162917,no,1364.0455349728,2.520888468292,0.003834,0.010459,142.797949,,,22385.2,-306.219,40887.9,2022-05-27 21:58:37
Flyoo Prao GD-H d11-2,D,multiple,F (White) Star,F2,VI,2310,Flyoo Prao GD-H d11-2 A,F (White) Star,F2,VI,2310,Flyoo Prao GD-H d11-2 A,F (White) Star,,,Flyoo Prao GD-H d11-2 A 6,no,planetary,Water world,0,"",1487.501953125,Not terraformable,7481.504,2.0387539864,1.4816855192,328,11.890988156921,Minor Metallic Magma,Thick Ammonia,3.13319,1.581393063333,no,1677.3080246316,2.994846487697,0.004935,-0.13594,114.327016,,,22347.7,-324.344,40872,2022-05-27 21:59:48
Flyoo Prao GD-Q d6-5,D,single,A (Blue-White) Star,A8,VI,850,Flyoo Prao GD-Q d6-5,A (Blue-White) Star,A8,VI,850,Flyoo Prao GD-Q d6-5,A (Blue-White) Star,,,Flyoo Prao GD-Q d6-5 6,no,planetary,Water world,0,"",1848.8280029297,Not terraformable,10073.562,5.9705262184,2.3934011459,395,30.944658277819,Major Silicate Vapour Geysers,Thick Ammonia,-0.016454,1.056184517292,no,2052.0671236294,3.700903277209,0.007735,-0.113492,257.575186,,,22079.3,-246,40470.7,2022-04-02 09:45:20
Flyoo Prao GD-Z d1-10,D,multiple,A (Blue-White) Star,A6,Vab,1536,Flyoo Prao GD-Z d1-10 A,A (Blue-White) Star,A6,Vab,1536,Flyoo Prao GD-Z d1-10 A,A (Blue-White) Star,,,Flyoo Prao GD-Z d1-10 A 6,no,planetary,Earth-like world,0,"",2580.6762695313,Not terraformable,5783.179,0.8413789868,1.0233576298,293,4.182976722717,Major Rocky Magma,Suitable for water-based life,-0.498603,1.398418359468,no,3177.71325784699,5.131845418718,0.008331,-0.023512,264.753329,,,21729.6,-173.688,40067.9,2021-04-07 14:08:28
Flyoo Prao GD-Z d1-11,D,single,A (Blue-White) Star,A9,Vb,580,Flyoo Prao GD-Z d1-11,A (Blue-White) Star,A9,Vb,580,Flyoo Prao GD-Z d1-11,A (Blue-White) Star,,,Flyoo Prao GD-Z d1-11 4,no,planetary,Water world,0,"",1550.7761230469,Candidate for terraforming,5002.8255,0.5251950026,0.8536088467,342,1.025315761566,No volcanism,Nitrogen,0.050196,1.37501868522,no,1578.32733734896,3.106695279212,0.002076,-0.006924,114.906093,,,21732.4,-119.5,40075.8,2021-04-07 14:15:51
Flyoo Prao GD-Z d1-11,D,single,A (Blue-White) Star,A9,Vb,580,Flyoo Prao GD-Z d1-11,A (Blue-White) Star,A9,Vb,580,Flyoo Prao GD-Z d1-11,A (Blue-White) Star,,,Flyoo Prao GD-Z d1-11 5,no,planetary,Water world,0,"",1879.2652587891,Candidate for terraforming,4408.649,0.348435998,0.7292576432,270,0.560539245605,No volcanism,Nitrogen,-0.336785,0.623060433912,no,2107.32994256192,3.766942219146,0.00603,0.036983,305.653858,,,21732.4,-119.5,40075.8,2021-04-07 14:15:40
Flyoo Prao GD-Z d1-12,D,single,F (White) Star,F5,Vb,938,Flyoo Prao GD-Z d1-12,F (White) Star,F5,Vb,938,Flyoo Prao GD-Z d1-12,F (White) Star,,,Flyoo Prao GD-Z d1-12 9,no,planetary,Earth-like world,0,"",1036.8116455078,Not terraformable,5347.755,0.6501590014,0.92479527,285,1.725675702095,Rocky Magma,Suitable for water-based life,0.25365,58.988832692975,no,43.57051863162,0.002149281766,0.046785,7.72797,193.088922,,,21756.1,-123.438,40114.8,2021-04-07 14:24:17
Flyoo Prao GD-Z d1-7,D,multiple,A (Blue-White) Star,A9,Vb,1068,Flyoo Prao GD-Z d1-7 A,A (Blue-White) Star,A9,Vb,1068,Flyoo Prao GD-Z d1-7 A,A (Blue-White) Star,,,Flyoo Prao GD-Z d1-7 A 5,no,planetary,Water world,0,"",1570.9011230469,Candidate for terraforming,5402.169,0.6763319969,0.9427415133,331,4.945364952087,Rocky Magma,Thick Ammonia,0.136031,0.720519054931,no,157.889233971088,0.006169564584,0.022766,8.315491,194.884592,,,21749.1,-168.938,40116.8,2021-04-07 13:50:48
Flyoo Prao GE-E d13-0,D,multiple,G (White-Yellow) Star,G4,Vab,2024,Flyoo Prao GE-E d13-0 A,G (White-Yellow) Star,G4,Vab,2024,Flyoo Prao GE-E d13-0 A,G (White-Yellow) Star,,,Flyoo Prao GE-E d13-0 A 1,no,planetary,Water world,0,"",694.6456298828,Candidate for terraforming,5013.6405,0.5324559808,0.8616807461,337,1.085232019424,No volcanism,Ammonia-rich,0.730744,1.305913938264,no,562.032601899572,1.394296317759,0.001694,-0.020269,113.567222,,,22222.2,-86.5625,41015.2,2020-08-07 03:00:06
Flyoo Prao GE-E d13-0,D,multiple,G (White-Yellow) Star,G4,Vab,2024,Flyoo Prao GE-E d13-0 A,G (White-Yellow) Star,G4,Vab,2024,Flyoo Prao GE-E d13-0 A,G (White-Yellow) Star,,,Flyoo Prao GE-E d13-0 A 2,no,planetary,Water world,0,"",875.9780273438,Candidate for terraforming,4143.1155,0.2836360037,0.6721656322,254,0.078450500965,No volcanism,Thin Oxygen,0.018417,0.871616905775,no,793.823406652164,1.755213794374,0.000231,0.00657,318.385956,,,22222.2,-86.5625,41015.2,2020-08-07 03:21:40
Flyoo Prao GE-E d13-0,D,multiple,G (White-Yellow) Star,G4,Vab,2024,Flyoo Prao GE-E d13-0 B,K (Yellow-Orange) Star,K8,Va,2024,Flyoo Prao GE-E d13-0 B,K (Yellow-Orange) Star,,,Flyoo Prao GE-E d13-0 B 1,no,planetary,Water world,0,"",26725.134765625,Not terraformable,3848.3365,0.2240419984,0.6153927445,301,0.475714117289,No volcanism,Carbon dioxide,-0.169691,1.607713302604,no,313.384437726609,0.758963318511,0.000189,-0.588004,343.797121,,,22222.2,-86.5625,41015.2,2020-08-07 03:32:50
Flyoo Prao GE-E d13-0,D,multiple,G (White-Yellow) Star,G4,Vab,2024,Flyoo Prao GE-E d13-0 B,K (Yellow-Orange) Star,K8,Va,2024,Flyoo Prao GE-E d13-0 B,K (Yellow-Orange) Star,,,Flyoo Prao GE-E d13-0 B 2,no,planetary,Water world,0,"",27432.478515625,Not terraformable,4068.942,0.2676909864,0.657718122,271,0.850839555264,No volcanism,Carbon dioxide,0.306736,1.155514102928,no,518.442324742118,1.061620967694,1.2000000424e-05,0.031711,356.810025,,,22222.2,-86.5625,41015.2,2020-08-07 03:38:58
Flyoo Prao GE-E d13-0,D,multiple,G (White-Yellow) Star,G4,Vab,2024,Flyoo Prao GE-E d13-0 B,K (Yellow-Orange) Star,K8,Va,2024,Flyoo Prao GE-E d13-0 B,K (Yellow-Orange) Star,,,Flyoo Prao GE-E d13-0 B 3,no,planetary,Water world,0,"",26579.73046875,Not terraformable,4184.13025,0.2927410007,0.6802087426,248,1.38089966774,No volcanism,Carbon dioxide,-0.44338,0.823346757778,no,718.996121927546,1.320241990878,3.3000000258e-05,0.136972,323.53349,,,22222.2,-86.5625,41015.2,2020-08-07 03:43:18
Flyoo Prao GE-E d13-2,D,multiple,A (Blue-White) Star,A5,Vb,2722,Flyoo Prao GE-E d13-2 A,A (Blue-White) Star,A5,Vb,2722,Flyoo Prao GE-E d13-2 A,A (Blue-White) Star,,,Flyoo Prao GE-E d13-2 A 5,no,planetary,Water world,0,"",1970.1267089844,Candidate for terraforming,3173.54,0.1230380014,0.4969587624,261,0.041583381593,No volcanism,Thin Carbon dioxide-rich,2.127999,1.899823308646,no,2185.66217356262,3.951418192382,0.000873,-0.74952,345.041144,,,22207.7,-104.844,41022.7,2020-08-07 05:18:53
Flyoo Prao GE-E d13-8,D,single,A (Blue-White) Star,A8,Vb,1926,Flyoo Prao GE-E d13-8,A (Blue-White) Star,A8,Vb,1926,Flyoo Prao GE-E d13-8,A (Blue-White) Star,,,Flyoo Prao GE-E d13-8 9,no,planetary,Water world,0,"",1590.3693847656,Candidate for terraforming,6887.3905,1.5359890461,1.3171879053,393,9.332218170166,Minor Metallic Magma,Thick Ammonia,-2.668544,0.987102413495,no,1678.36104002269,3.186010946318,0.000672,2.221707,76.711562,,,22251.2,-71.6875,41080.6,2020-08-07 08:26:50
Flyoo Prao GE-F d12-0,D,single,G (White-Yellow) Star,G8,Vab,662,Flyoo Prao GE-F d12-0,G (White-Yellow) Star,G8,Vab,662,Flyoo Prao GE-F d12-0,G (White-Yellow) Star,,,Flyoo Prao GE-F d12-0 1,no,planetary,Water world,0,"",458.5694580078,Candidate for terraforming,4206.9415,0.3039779961,0.6986798644,252,0.543952126514,No volcanism,Nitrogen,0.645512,1.699379055313,no,331.596312699491,0.918962630665,7e-06,-0.002559,168.545003,,,21856.6,-415.375,40936.7,2022-06-08 18:38:22
Flyoo Prao GF-C d14-10,D,multiple,F (White) Star,F5,Vab,2688,Flyoo Prao GF-C d14-10 A,F (White) Star,F5,Vab,2688,Flyoo Prao GF-C d14-10 A,F (White) Star,,,Flyoo Prao GF-C d14-10 A 4,no,planetary,Earth-like world,0,"",1236.7801513672,Not terraformable,4320.655,0.3254210055,0.7091129422,263,0.674029290676,No volcanism,Suitable for water-based life,-0.055565,1.686058151759,no,1192.51261154815,2.45435315922,0.010395,-0.002738,320.853621,,,21774.5,-164.25,41107.5,2021-02-19 18:04:42
Flyoo Prao GF-C d14-10,D,multiple,F (White) Star,F5,Vab,2688,Flyoo Prao GF-C d14-10 A,F (White) Star,F5,Vab,2688,Flyoo Prao GF-C d14-10 A,F (White) Star,,,Flyoo Prao GF-C d14-10 A 5,no,planetary,Water world,0,"",2188.3315429688,Not terraformable,4291.947,0.3185150027,0.7033803463,260,0.732452452183,No volcanism,Carbon dioxide-rich,0.237331,0.772112253866,no,2762.3433205816,4.2968171637,0.021334,0.739769,261.072339,,,21774.5,-164.25,41107.5,2021-02-19 18:04:22
Flyoo Prao GF-C d14-2,D,multiple,F (White) Star,F4,Vab,1520,Flyoo Prao GF-C d14-2 B,G (White-Yellow) Star,G8,Vab,1520,Flyoo Prao GF-C d14-2 B,G (White-Yellow) Star,,,Flyoo Prao GF-C d14-2 B 6,no,planetary,Water world,0,"",73566.6484375,Candidate for terraforming,6262.4915,1.10077703,1.1417580843,404,5.335315704346,No volcanism,Thick Water-rich,0.062838,1.628165100081,no,727.980480425891,1.571500022397,3.99999999e-06,-0.198638,252.917469,,,21740.1,-167.5,41148.5,2021-02-18 20:10:01
Flyoo Prao GF-C d14-2,D,multiple,F (White) Star,F4,Vab,1520,Flyoo Prao GF-C d14-2 B,G (White-Yellow) Star,G8,Vab,1520,Flyoo Prao GF-C d14-2 B,G (White-Yellow) Star,,,Flyoo Prao GF-C d14-2 B 8,no,planetary,Water world,0,"",72375.40625,Not terraformable,6135.3375,1.0028009415,1.083694458,250,2.108329534531,Major Rocky Magma,Carbon dioxide-rich,-0.305946,147.678480820857,yes,120.903441199549,0.006704301559,0.064314,0.900858,299.107938,,,21740.1,-167.5,41148.5,2021-02-18 20:05:28
Flyoo Prao GF-C d14-4,D,single,F (White) Star,F7,Vb,3974,Flyoo Prao GF-C d14-4,F (White) Star,F7,Vb,3974,Flyoo Prao GF-C d14-4,F (White) Star,,,Flyoo Prao GF-C d14-4 9,no,planetary,Water world,0,"",1203.9901123047,Not terraformable,8273.8705,2.8830049038,1.7131563425,258,2.717232704163,Metallic Magma,Nitrogen,-0.281872,1.563236946065,no,1235.42533428576,2.414767222801,0.001168,0.407084,256.447741,,,21731.4,-108.125,41126.6,2021-02-19 11:37:09
Flyoo Prao GF-C d14-9,D,multiple,A (Blue-White) Star,A5,Vb,1396,Flyoo Prao GF-C d14-9 A,A (Blue-White) Star,A5,Vb,1396,Flyoo Prao GF-C d14-9 A,A (Blue-White) Star,,,Flyoo Prao GF-C d14-9 A 1,no,planetary,Water world,0,"",7039.6943359375,Not terraformable,8115.825,2.7636129856,1.706793189,559,130.760925292969,Major Silicate Vapour Geysers,Hot thick Water-rich,-0.09656,1.633792385903,no,7002.45238840579,8.65833776364,0.688834,127.409068,71.23096,,,21772,-173.75,41104.9,2021-02-19 15:00:17
Flyoo Prao GF-C d14-9,D,multiple,A (Blue-White) Star,A5,Vb,1396,Flyoo Prao GF-C d14-9 B,A (Blue-White) Star,A8,Vb,1396,Flyoo Prao GF-C d14-9 B,A (Blue-White) Star,,,Flyoo Prao GF-C d14-9 B 8,no,planetary,Water world,0,"",67099.234375,Not terraformable,9501.909,3.5874431133,1.6163384914,201,0,No volcanism,No atmosphere,0.231147,0.525027939769,no,3966.14632120845,5.76558122184,0.000503,-0.074229,188.88046,,,21772,-173.75,41104.9,2021-02-19 17:53:18
Flyoo Prao GF-J c11-1,C,single,K (Yellow-Orange) Star,K1,Va,11872,Flyoo Prao GF-J c11-1,K (Yellow-Orange) Star,K1,Va,11872,Flyoo Prao GF-J c11-1,K (Yellow-Orange) Star,,,Flyoo Prao GF-J c11-1 5,no,planetary,Water world,0,"",502.8003234863,Candidate for terraforming,4177.311,0.2911300063,0.6786758304,250,0.253931906153,No volcanism,Oxygen,-0.224764,2.139352896273,no,404.013486372095,1.007617594029,1.1e-05,-0.577848,140.651046,352.746327,,21873.1,-383.906,40382.5,2022-06-23 20:48:00
Flyoo Prao GG-V d3-2,D,multiple,F (White) Star,F8,Vab,1996,Flyoo Prao GG-V d3-2 B,M (Red dwarf) Star,M1,Va,1996,Flyoo Prao GG-V d3-2 B,M (Red dwarf) Star,,,Flyoo Prao GG-V d3-2 B 4,no,planetary,Water world,0,"",60015.93359375,Candidate for terraforming,5425.0055,0.6023190022,0.832521081,259,126.560532938564,No volcanism,Thick Argon-rich,-0.02697,121.256981922153,no,121.215765398958,0.383512492683,1e-06,0.033666,159.036833,,,22886.2,-337.125,40286,2022-07-05 22:12:07
Flyoo Prao GG-V d3-3,D,single,A (Blue-White) Star,A5,Vb,2560,Flyoo Prao GG-V d3-3,A (Blue-White) Star,A5,Vb,2560,Flyoo Prao GG-V d3-3,A (Blue-White) Star,,,Flyoo Prao GG-V d3-3 7,no,planetary,Water world,0,"",3436.19140625,Not terraformable,6150.2355,1.0350019932,1.1121069193,246,1.807250493462,Major Rocky Magma,Nitrogen,-0.335143,2.214206309734,no,282.861809763646,0.010084403172,0.160434,6.227484,208.225591,,,22848.7,-318.094,40238.9,2020-06-02 17:32:36
Flyoo Prao GG-X d1-0,D,single,F (White) Star,F3,Vb,2016,Flyoo Prao GG-X d1-0,F (White) Star,F3,Vb,2016,Flyoo Prao GG-X d1-0,F (White) Star,,,Flyoo Prao GG-X d1-0 4,no,planetary,Water world,0,"",1669.4114990234,Not terraformable,3981.49675,0.2508090138,0.643042326,302,0.607649079388,No volcanism,Carbon dioxide,-0.273106,1.973584863889,no,1947.57279974443,3.325248302567,0.006112,-1.45472,199.8897,,,22233.6,-935.188,40102.3,2021-05-06 16:15:00
