timestamp,Name_Localised,System
2000-01-02T437,Brain Trees,NGC 2451A Sector JB-X b1-4
2000-01-02T438,Brain Trees,NGC 2451A Sector JR-W c1-1
2000-01-02T439,Brain Trees,NGC 2451A Sector KS-T b3-0
2000-01-02T440,Brain Trees,NGC 2451A Sector QT-R c4-18
2000-01-02T441,Brain Trees,NGC 2451A Sector RI-T c3-27
2000-01-02T442,Brain Trees,NGC 3199 Sector BG-X c1-6
2000-01-02T443,Brain Trees,NGC 3199 Sector DG-X c1-8
2000-01-02T444,Brain Trees,NGC 3199 Sector DL-Y d12
2000-01-02T445,Brain Trees,NGC 3199 Sector HH-V c2-7
2000-01-02T446,Brain Trees,NGC 3199 Sector IM-V c2-5
2000-01-02T447,Brain Trees,NGC 3199 Sector MC-V c2-3
2000-01-02T448,Brain Trees,Nuekau DA-X d2-381
2000-01-02T449,Brain Trees,Nuekau HG-V d3-131
2000-01-02T450,Brain Trees,Nyeajeou AM-B d14-52
2000-01-02T451,Brain Trees,Nyeajeou GD-B b59-2
2000-01-02T452,Brain Trees,p Carinae
2000-01-02T453,Brain Trees,PCYC 275
2000-01-02T454,Brain Trees,Pencil Sector AF-Z b7
2000-01-02T455,Brain Trees,Pencil Sector GG-Y d101
2000-01-02T456,Brain Trees,Pencil Sector JM-V b2-13
2000-01-02T457,Brain Trees,Pencil Sector JM-W d1-97
2000-01-02T458,Brain Trees,Pencil Sector OC-U a3-2
2000-01-02T459,Brain Trees,Pencil Sector PX-U b2-1
2000-01-02T460,Brain Trees,Pencil Sector ZU-P b5-0
2000-01-02T461,Brain Trees,Plio Eurl QE-H d10-37
2000-01-02T462,Brain Trees,Praea Euq LZ-S c3-21
2000-01-02T463,Brain Trees,Praea Euq NG-Y d80
2000-01-02T464,Brain Trees,Praea Euq QM-F b11-3
2000-01-02T465,Brain Trees,Praea Euq VH-V d2-46
2000-01-02T466,Brain Trees,Praea Euq XF-A c5
2000-01-02T467,Brain Trees,Prai Hypoo AN-E b2-0
2000-01-02T468,Brain Trees,Prai Hypoo HF-E c7
2000-01-02T469,Brain Trees,Prai Hypoo JQ-C c1-5
2000-01-02T470,Brain Trees,Prai Hypoo KV-D c7
2000-01-02T471,Brain Trees,Prai Hypoo MA-H b1-2
2000-01-02T472,Brain Trees,Prai Hypoo QC-C d19
2000-01-02T473,Brain Trees,Prai Hypoo QC-C d20
2000-01-02T474,Brain Trees,Prai Hypoo QC-C d32
2000-01-02T475,Brain Trees,Prai Hypoo SX-B d10
2000-01-02T476,Brain Trees,Prai Hypoo SX-B d23
2000-01-02T477,Brain Trees,Prai Hypoo SX-B d35
2000-01-02T478,Brain Trees,Prai Hypoo SX-B d36
2000-01-02T479,Brain Trees,Prai Hypoo SX-B d39
2000-01-02T480,Brain Trees,Prai Hypoo SX-B d46
2000-01-02T481,Brain Trees,Prai Hypoo VG-G b1-1
2000-01-02T482,Brain Trees,Prai Hypoo VR-E b2-3
2000-01-02T483,Brain Trees,Prai Hypoo WH-D b3-4
2000-01-02T484,Brain Trees,Prai Hypoo YM-E b2-2
2000-01-02T485,Brain Trees,Prua Phoe PP-B b3-4
2000-01-02T486,Brain Trees,Prua Phoe TS-B d135
2000-01-02T487,Brain Trees,Prua Phoe TS-B d252
2000-01-02T488,Brain Trees,Prua Phoe TS-B d43
2000-01-02T489,Brain Trees,Prua Phoe TS-B d56
2000-01-02T490,Brain Trees,Prua Phoe TS-B d91
2000-01-02T491,Brain Trees,Prua Phoe US-B d12
2000-01-02T492,Brain Trees,Prua Phoe US-B d86
2000-01-02T493,Brain Trees,Prua Phoe WN-B d15
2000-01-02T494,Brain Trees,Prua Phoe WN-B d61
2000-01-02T495,Brain Trees,Puekee NR-B b27-42
2000-01-02T496,Brain Trees,Puppis Dark Region B Sector DL-Y d17
2000-01-02T497,Brain Trees,Shrogaae HA-A e5471
2000-01-02T498,Brain Trees,Shrogaae JK-A d2822
2000-01-02T499,Brain Trees,Shrogaae KK-A d983
2000-01-02T500,Brain Trees,Skaudai AM-B d14-138
2000-01-02T501,Brain Trees,Skaudai AM-B d14-60
2000-01-02T502,Brain Trees,Skaudai BH-B d14-47
2000-01-02T503,Brain Trees,Skaudai CH-B d14-28
2000-01-02T504,Brain Trees,Skaudai CH-B d14-34
2000-01-02T505,Brain Trees,Skaudai CH-B d14-81
2000-01-02T506,Brain Trees,Skaudai DC-B d14-13
2000-01-02T507,Brain Trees,Skaudai EC-B d14-18
2000-01-02T508,Brain Trees,Skaudai GO-C c28-10
2000-01-02T509,Brain Trees,Skaudai HZ-A c29-2
2000-01-02T510,Brain Trees,Skaudai IU-A c29-9
2000-01-02T511,Brain Trees,Skaudai JP-A c29-5
2000-01-02T512,Brain Trees,Skaudai QO-B b58-5
2000-01-02T513,Brain Trees,Skaudai QT-B b58-1
2000-01-02T514,Brain Trees,Swoilz IX-F c11
2000-01-02T515,Brain Trees,Swoilz OI-Z d1-33
2000-01-02T516,Brain Trees,Swoilz OI-Z d1-59
2000-01-02T517,Brain Trees,Swoilz QE-T c6-13
2000-01-02T518,Brain Trees,Synuefe AA-P c22-7
2000-01-02T519,Brain Trees,Synuefe AK-B b32-2
2000-01-02T520,Brain Trees,Synuefe AK-Y c17-5
2000-01-02T521,Brain Trees,Synuefe AN-H d11-101
2000-01-02T522,Brain Trees,Synuefe AU-Z c16-3
2000-01-02T523,Brain Trees,Synuefe BF-P d6-0
2000-01-02T524,Brain Trees,Synuefe BR-H c12-0
2000-01-02T525,Brain Trees,Synuefe CC-J d10-33
2000-01-02T526,Brain Trees,Synuefe CE-R c21-6
2000-01-02T527,Brain Trees,Synuefe CF-P c22-11
2000-01-02T528,Brain Trees,Synuefe CQ-A b32-0
2000-01-02T529,Brain Trees,Synuefe CY-G b44-5
2000-01-02T530,Brain Trees,Synuefe DP-Z c16-19
2000-01-02T531,Brain Trees,Synuefe DZ-X b34-4
2000-01-02T532,Brain Trees,Synuefe EC-K d9-18
2000-01-02T533,Brain Trees,Synuefe EN-H d11-106
2000-01-02T534,Brain Trees,Synuefe EN-H d11-28
2000-01-02T535,Brain Trees,Synuefe EN-H d11-96
2000-01-02T536,Brain Trees,Synuefe FG-T c18-2
2000-01-02T537,Brain Trees,Synuefe FL-O b36-0
2000-01-02T538,Brain Trees,Synuefe FM-T d4-32
2000-01-02T539,Brain Trees,Synuefe FM-Z b47-6
2000-01-02T540,Brain Trees,Synuefe GE-G b44-1
2000-01-02T541,Brain Trees,Synuefe GI-Z b18-0
2000-01-02T542,Brain Trees,Synuefe GK-D a108-2
2000-01-02T543,Brain Trees,Synuefe GK-T b22-0
2000-01-02T544,Brain Trees,Synuefe GT-H b43-1
2000-01-02T545,Brain Trees,Synuefe HE-U c18-0
2000-01-02T546,Brain Trees,Synuefe IH-T d4-14
2000-01-02T547,Brain Trees,Synuefe IL-W c18-29
2000-01-02T548,Brain Trees,Synuefe IM-M b37-0
2000-01-02T549,Brain Trees,Synuefe IN-I d10-18
2000-01-02T550,Brain Trees,Synuefe IR-R b35-0
2000-01-02T551,Brain Trees,Synuefe IZ-X b34-3
2000-01-02T552,Brain Trees,Synuefe JN-R d5-22
2000-01-02T553,Brain Trees,Synuefe KD-J b42-5
2000-01-02T554,Brain Trees,Synuefe KG-W c18-16
2000-01-02T555,Brain Trees,Synuefe KJ-C c15-6
2000-01-02T556,Brain Trees,Synuefe KX-J d9-7
2000-01-02T557,Brain Trees,Synuefe LS-O b37-0
2000-01-02T558,Brain Trees,Synuefe MF-O a88-4
2000-01-02T559,Brain Trees,Synuefe MJ-O d7-14
2000-01-02T560,Brain Trees,Synuefe ML-N c23-32
2000-01-02T561,Brain Trees,Synuefe MR-A b47-6
2000-01-02T562,Brain Trees,Synuefe MU-D b30-0
2000-01-02T563,Brain Trees,Synuefe MY-P d6-38
2000-01-02T564,Brain Trees,Synuefe NH-R b38-5
2000-01-02T565,Brain Trees,Synuefe NJ-O d7-11
2000-01-02T566,Brain Trees,Synuefe NJ-O d7-26
2000-01-02T567,Brain Trees,Synuefe NJ-O d7-29
2000-01-02T568,Brain Trees,Synuefe NL-N c23-4
2000-01-02T569,Brain Trees,Synuefe NU-A c16-9
2000-01-02T570,Brain Trees,Synuefe NU-M d8-99
2000-01-02T571,Brain Trees,Synuefe NY-M c9-2
2000-01-02T572,Brain Trees,Synuefe OB-N c23-19
2000-01-02T573,Brain Trees,Synuefe OT-P d6-19
2000-01-02T574,Brain Trees,Synuefe OW-M a75-1
2000-01-02T575,Brain Trees,Synuefe OZ-M d8-106
2000-01-02T576,Brain Trees,Synuefe PF-E b45-5
2000-01-02T577,Brain Trees,Synuefe PJ-D b46-10
2000-01-02T578,Brain Trees,Synuefe PX-J c25-21
2000-01-02T579,Brain Trees,Synuefe PX-J c25-8
2000-01-02T580,Brain Trees,Synuefe QJ-O d7-49
2000-01-02T581,Brain Trees,Synuefe QO-P d6-20
2000-01-02T582,Brain Trees,Synuefe QW-J b42-3
2000-01-02T583,Brain Trees,Synuefe QX-I a91-0
2000-01-02T584,Brain Trees,Synuefe RD-J b39-0
2000-01-02T585,Brain Trees,Synuefe RE-O d7-11
2000-01-02T586,Brain Trees,Synuefe RE-O d7-14
2000-01-02T587,Brain Trees,Synuefe RE-O d7-18
2000-01-02T588,Brain Trees,Synuefe RE-O d7-42
2000-01-02T589,Brain Trees,Synuefe RE-O d7-9
2000-01-02T590,Brain Trees,Synuefe RF-L d9-14
2000-01-02T591,Brain Trees,Synuefe RR-I b43-9
2000-01-02T592,Brain Trees,Synuefe RS-P b39-3
2000-01-02T593,Brain Trees,Synuefe RT-P d6-15
2000-01-02T594,Brain Trees,Synuefe RY-E b45-6
2000-01-02T595,Brain Trees,Synuefe SI-M b39-0
2000-01-02T596,Brain Trees,Synuefe SP-F b44-0
2000-01-02T597,Brain Trees,Synuefe ST-U b47-0
2000-01-02T598,Brain Trees,Synuefe SV-U b49-5
2000-01-02T599,Brain Trees,Synuefe TP-F b44-0
2000-01-02T600,Brain Trees,Synuefe UL-X a69-2
2000-01-02T601,Brain Trees,Synuefe US-B c16-23
2000-01-02T602,Brain Trees,Synuefe US-B c16-5
2000-01-02T603,Brain Trees,Synuefe UV-H c12-7
2000-01-02T604,Brain Trees,Synuefe VL-X a69-2
2000-01-02T605,Brain Trees,Synuefe VM-S b37-3
2000-01-02T606,Brain Trees,Synuefe VN-W b46-0
2000-01-02T607,Brain Trees,Synuefe VS-B c16-25
2000-01-02T608,Brain Trees,Synuefe VS-Q b38-0
2000-01-02T609,Brain Trees,Synuefe VZ-C b46-0
2000-01-02T610,Brain Trees,Synuefe WJ-D b46-0
2000-01-02T611,Brain Trees,Synuefe XJ-P c22-16
2000-01-02T612,Brain Trees,Synuefe XJ-P c22-2
2000-01-02T613,Brain Trees,Synuefe XL-X a69-1
2000-01-02T614,Brain Trees,Synuefe XO-P c22-17
2000-01-02T615,Brain Trees,Synuefe XR-H d11-57
2000-01-02T616,Brain Trees,Synuefe XR-H d11-90
2000-01-02T617,Brain Trees,Synuefe XX-O b24-1
2000-01-02T618,Brain Trees,Synuefe XY-Q c21-1
2000-01-02T619,Brain Trees,Synuefe YJ-U b47-1
2000-01-02T620,Brain Trees,Synuefe YT-N b40-5
2000-01-02T621,Brain Trees,Synuefe YV-I c11-1
2000-01-02T622,Brain Trees,Synuefe YX-T a71-2
2000-01-02T623,Brain Trees,Synuefe YY-Q c21-19
2000-01-02T624,Brain Trees,Synuefe ZA-N b37-0
2000-01-02T625,Brain Trees,Synuefe ZL-J d10-109
2000-01-02T626,Brain Trees,Synuefe ZL-J d10-119
2000-01-02T627,Brain Trees,Synuefe ZM-H d11-91
2000-01-02T628,Brain Trees,Synuefe ZR-I b43-10
2000-01-02T629,Brain Trees,TV Muscae
2000-01-02T630,Brain Trees,V2 Puppis
2000-01-02T631,Brain Trees,V518 Carinae
2000-01-02T632,Brain Trees,V655 Carinae
2000-01-02T633,Brain Trees,Vela Dark Region DL-Y d112
2000-01-02T634,Brain Trees,Vela Dark Region DL-Y d80
2000-01-02T635,Brain Trees,Vela Dark Region DL-Y d83
2000-01-02T636,Brain Trees,Vela Dark Region HB-X c1-20
2000-01-02T637,Brain Trees,Vela Dark Region JW-W c1-3
2000-01-02T638,Brain Trees,Vela Dark Region KR-W c1-24
2000-01-02T639,Brain Trees,Vela Dark Region VO-Q b5-1
2000-01-02T640,Brain Trees,Vela Dark Region WY-R b4-2
2000-01-02T641,Brain Trees,Vela Dark Region ZE-A d66
2000-01-02T642,Brain Trees,Wregoe CA-N b34-8
2000-01-02T643,Brain Trees,Wregoe DA-P c19-1
2000-01-02T644,Brain Trees,Wregoe FB-N d7-7
2000-01-02T645,Brain Trees,Wregoe GB-N d7-17
2000-01-02T646,Brain Trees,Wregoe GB-N d7-18
2000-01-02T647,Brain Trees,Wregoe GF-R d4-71
2000-01-02T648,Brain Trees,Wregoe GF-R d4-92
2000-01-02T649,Brain Trees,Wregoe GG-D c13-5
2000-01-02T650,Brain Trees,Wregoe GI-P b33-4
2000-01-02T651,Brain Trees,Wregoe HH-U c16-31
2000-01-02T652,Brain Trees,Wregoe JS-S c17-12
2000-01-02T653,Brain Trees,Wregoe JS-S c17-15
2000-01-02T654,Brain Trees,Wregoe JS-S c17-3
2000-01-02T655,Brain Trees,Wregoe KK-C b40-8
2000-01-02T656,Brain Trees,Wregoe KX-V b31-0
2000-01-02T657,Brain Trees,Wregoe MD-R c18-12
2000-01-02T658,Brain Trees,Wregoe MJ-N b34-1
2000-01-02T659,Brain Trees,Wregoe MN-S c17-2
2000-01-02T660,Brain Trees,Wregoe MX-L d7-105
2000-01-02T661,Brain Trees,Wregoe MX-L d7-124
2000-01-02T662,Brain Trees,Wregoe MX-L d7-50
2000-01-02T663,Brain Trees,Wregoe MX-L d7-96
2000-01-02T664,Brain Trees,Wregoe MY-O b33-4
2000-01-02T665,Brain Trees,Wregoe NX-L d7-128
2000-01-02T666,Brain Trees,Wregoe NX-L d7-50
2000-01-02T667,Brain Trees,Wregoe PE-P c19-2
2000-01-02T668,Brain Trees,Wregoe QB-F c11-14
2000-01-02T669,Brain Trees,Wregoe QD-K d8-113
2000-01-02T670,Brain Trees,Wregoe QD-K d8-121
2000-01-02T671,Brain Trees,Wregoe QD-K d8-128
2000-01-02T672,Brain Trees,Wregoe QD-K d8-134
2000-01-02T673,Brain Trees,Wregoe QD-K d8-21
2000-01-02T674,Brain Trees,Wregoe QD-K d8-27
2000-01-02T675,Brain Trees,Wregoe QD-K d8-34
2000-01-02T676,Brain Trees,Wregoe QD-K d8-37
2000-01-02T677,Brain Trees,Wregoe QD-K d8-84
2000-01-02T678,Brain Trees,Wregoe QD-K d8-87
2000-01-02T679,Brain Trees,Wregoe QK-L b35-3
2000-01-02T680,Brain Trees,Wregoe RD-K d8-126
2000-01-02T681,Brain Trees,Wregoe RD-K d8-19
2000-01-02T682,Brain Trees,Wregoe RI-D b28-0
2000-01-02T683,Brain Trees,Wregoe RZ-M b34-1
2000-01-02T684,Brain Trees,Wregoe RZ-M b34-5
2000-01-02T685,Brain Trees,Wregoe SB-Z b41-2
2000-01-02T686,Brain Trees,Wregoe SO-I d9-54
2000-01-02T687,Brain Trees,Wregoe SU-M b34-3
2000-01-02T688,Brain Trees,Wregoe TJ-I d9-25
2000-01-02T689,Brain Trees,Wregoe UJ-I d9-134
2000-01-02T690,Brain Trees,Wregoe UJ-I d9-94
2000-01-02T691,Brain Trees,Wregoe UU-M b34-1
2000-01-02T692,Brain Trees,Wregoe VF-L b35-2
2000-01-02T693,Brain Trees,Wregoe VJ-I d9-146
2000-01-02T694,Brain Trees,Wregoe VK-P b19-1
2000-01-02T695,Brain Trees,Wregoe WF-N c20-23
2000-01-02T696,Brain Trees,Wregoe WQ-J b36-0
2000-01-02T697,Brain Trees,Wregoe WV-J b36-0
2000-01-02T698,Brain Trees,Wregoe YA-L b35-1
2000-01-02T699,Brain Trees,Wregoe YL-W b31-0
