timestamp,Name_Localised,System
2000-01-01T437,Bark Mounds,Prua Phoe VV-K d9-776
2000-01-01T438,Bark Mounds,Prua Phoe WN-B d16
2000-01-01T439,Bark Mounds,Prua Phoe XD-A d1-171
2000-01-01T440,Bark Mounds,Prua Phoe XL-H b1
2000-01-01T441,Bark Mounds,Prua Phoe YY-Z d178
2000-01-01T442,Bark Mounds,PW2010 207
2000-01-01T443,Bark Mounds,PW2010 299
2000-01-01T444,Bark Mounds,PW2010 305
2000-01-01T445,Bark Mounds,PW2010 398
2000-01-01T446,Bark Mounds,R CrA Sector EC-L b8-0
2000-01-01T447,Bark Mounds,Rosette Sector CQ-Y d100
2000-01-01T448,Bark Mounds,Rosette Sector CQ-Y d55
2000-01-01T449,Bark Mounds,Rosette Sector CQ-Y d56
2000-01-01T450,Bark Mounds,Rosette Sector CQ-Y d94
2000-01-01T451,Bark Mounds,Rosette Sector EB-X c1-12
2000-01-01T452,Bark Mounds,Rosette Sector EL-Y d15
2000-01-01T453,Bark Mounds,Rosette Sector FB-X c1-1
2000-01-01T454,Bark Mounds,Rosette Sector GW-W d1-2
2000-01-01T455,Bark Mounds,Rosette Sector GW-W d1-34
2000-01-01T456,Bark Mounds,Rosette Sector GW-W d1-59
2000-01-01T457,Bark Mounds,Rosette Sector JH-V c2-13
2000-01-01T458,Bark Mounds,Rosette Sector NN-T c3-14
2000-01-01T459,Bark Mounds,Rosette Sector YE-A e19
2000-01-01T460,Bark Mounds,Ross 558
2000-01-01T461,Bark Mounds,Running Man Sector CQ-Y d14
2000-01-01T462,Bark Mounds,Running Man Sector CQ-Y d8
2000-01-01T463,Bark Mounds,Running Man Sector WF-N b7-0
2000-01-01T464,Bark Mounds,S171 30
2000-01-01T465,Bark Mounds,S171 43
2000-01-01T466,Bark Mounds,S171 5
2000-01-01T467,Bark Mounds,Sadr Region Sector DB-X c1-17
2000-01-01T468,Bark Mounds,Sadr Region Sector NX-U c2-22
2000-01-01T469,Bark Mounds,Scheau Blao KY-Z d13-504
2000-01-01T470,Bark Mounds,Scheau Blao KY-Z d13-578
2000-01-01T471,Bark Mounds,Seagull Sector HW-W c1-2
2000-01-01T472,Bark Mounds,Seagull Sector KC-V c2-0
2000-01-01T473,Bark Mounds,Seagull Sector MX-U c2-1
2000-01-01T474,Bark Mounds,Segnao IH-S d5-1407
2000-01-01T475,Bark Mounds,Segnao LN-Q d6-2083
2000-01-01T476,Bark Mounds,Segnao MN-Q d6-5231
2000-01-01T477,Bark Mounds,Segnao UU-I c12-277
2000-01-01T478,Bark Mounds,Segnao YA-H c13-238
2000-01-01T479,Bark Mounds,Shrogaae HA-A e2274
2000-01-01T480,Bark Mounds,Sifi NF-A c3
2000-01-01T481,Bark Mounds,Sifi PA-A c21
2000-01-01T482,Bark Mounds,Skaudai AM-B d14-138
2000-01-01T483,Bark Mounds,Skaudai AM-B d14-55
2000-01-01T484,Bark Mounds,Skaudai AM-B d14-60
2000-01-01T485,Bark Mounds,Skaudai BH-B d14-47
2000-01-01T486,Bark Mounds,Skaudai BM-B d14-192
2000-01-01T487,Bark Mounds,Skaudai BY-C c28-21
2000-01-01T488,Bark Mounds,Skaudai CH-B d14-34
2000-01-01T489,Bark Mounds,Skaudai CH-B d14-73
2000-01-01T490,Bark Mounds,Skaudai DC-B d14-49
2000-01-01T491,Bark Mounds,Skaudai DC-B d14-7
2000-01-01T492,Bark Mounds,Skaudai EC-B d14-14
2000-01-01T493,Bark Mounds,Skaudai EC-B d14-18
2000-01-01T494,Bark Mounds,Skaudai GX-A d14-5
2000-01-01T495,Bark Mounds,Skaudai JP-A c29-5
2000-01-01T496,Bark Mounds,Skaudai KX-M b52-6
2000-01-01T497,Bark Mounds,Skaudai TZ-E d12-220
2000-01-01T498,Bark Mounds,Skaudai ZL-B d14-0
2000-01-01T499,Bark Mounds,Slegao GL-F c27-0
2000-01-01T500,Bark Mounds,Snake Sector HR-W d1-35
2000-01-01T501,Bark Mounds,Snake Sector PD-S b4-6
2000-01-01T502,Bark Mounds,Soul Sector KR-W c1-13
2000-01-01T503,Bark Mounds,Statue of Liberty Sector DL-Y d25
2000-01-01T504,Bark Mounds,Statue of Liberty Sector DL-Y d28
2000-01-01T505,Bark Mounds,Statue of Liberty Sector ER-V b2-1
2000-01-01T506,Bark Mounds,Stranoa IR-N d6-238
2000-01-01T507,Bark Mounds,Struve's Lost Sector EW-M b7-1
2000-01-01T508,Bark Mounds,Struve's Lost Sector EW-W c1-1
2000-01-01T509,Bark Mounds,Struve's Lost Sector HR-W d1-29
2000-01-01T510,Bark Mounds,Struve's Lost Sector NN-T c3-1
2000-01-01T511,Bark Mounds,Struve's Lost Sector NN-T c3-6
2000-01-01T512,Bark Mounds,T Tauri
2000-01-01T513,Bark Mounds,Taurus Dark Region DL-Y d37
2000-01-01T514,Bark Mounds,Taurus Dark Region EL-Y d25
2000-01-01T515,Bark Mounds,Taurus Dark Region FW-W d1-18
2000-01-01T516,Bark Mounds,Taurus Dark Region FW-W d1-38
2000-01-01T517,Bark Mounds,Taurus Dark Region GW-W d1-36
2000-01-01T518,Bark Mounds,Taurus Dark Region JH-V c2-9
2000-01-01T519,Bark Mounds,Taurus Dark Region KX-T b3-0
2000-01-01T520,Bark Mounds,Taurus Dark Region MS-T b3-0
2000-01-01T521,Bark Mounds,Taurus Dark Region ON-T b3-1
2000-01-01T522,Bark Mounds,Thor's Helmet Sector CQ-Y d9
2000-01-01T523,Bark Mounds,Thor's Helmet Sector EW-W d1-17
2000-01-01T524,Bark Mounds,Thor's Helmet Sector PN-T c3-2
2000-01-01T525,Bark Mounds,Thueche LS-A d1-10
2000-01-01T526,Bark Mounds,Tr 14 Sector LX-U d2-20
2000-01-01T527,Bark Mounds,Traikaae GX-O b24-0
2000-01-01T528,Bark Mounds,Traikaae HN-R d5-0
2000-01-01T529,Bark Mounds,Traikaae KT-P d6-10
2000-01-01T530,Bark Mounds,Traikaae KT-P d6-9
2000-01-01T531,Bark Mounds,Traikaae LF-J c11-1
2000-01-01T532,Bark Mounds,Traikaae OG-G c13-1
2000-01-01T533,Bark Mounds,Traikaae VM-F c13-1
2000-01-01T534,Bark Mounds,Traikaae VP-K b26-0
2000-01-01T535,Bark Mounds,Traikeou QJ-P d6-13
2000-01-01T536,Bark Mounds,Traikeou RA-B c15-3
2000-01-01T537,Bark Mounds,Traikeou SE-P d6-16
2000-01-01T538,Bark Mounds,Traikeou TE-P d6-2
2000-01-01T539,Bark Mounds,Traikeou TE-P d6-20
2000-01-01T540,Bark Mounds,Traikeou TV-A c15-3
2000-01-01T541,Bark Mounds,Traikeou UV-A c15-0
2000-01-01T542,Bark Mounds,Traikoa UO-X c28-43
2000-01-01T543,Bark Mounds,Traikoa VO-X c28-34
2000-01-01T544,Bark Mounds,Traikoa VO-X c28-55
2000-01-01T545,Bark Mounds,Traikoa XO-Z d13-59
2000-01-01T546,Bark Mounds,Trapezium Sector EB-W c2-7
2000-01-01T547,Bark Mounds,Trapezium Sector XO-Y b1-0
2000-01-01T548,Bark Mounds,Trifid of the North Sector BQ-Y d3
2000-01-01T549,Bark Mounds,Trifid of the North Sector DL-Y e0
2000-01-01T550,Bark Mounds,Trifid of the North Sector FW-W c1-0
2000-01-01T551,Bark Mounds,Trifid of the North Sector GW-W d1-1
2000-01-01T552,Bark Mounds,Trifid of the North Sector HR-W d1-8
2000-01-01T553,Bark Mounds,Trifid of the North Sector IR-W d1-4
2000-01-01T554,Bark Mounds,Trifid of the North Sector SO-R c4-0
2000-01-01T555,Bark Mounds,Trifid Sector BQ-Y d11
2000-01-01T556,Bark Mounds,Trifid Sector BQ-Y d226
2000-01-01T557,Bark Mounds,Trifid Sector CQ-Y d117
2000-01-01T558,Bark Mounds,Trifid Sector FW-W d1-233
2000-01-01T559,Bark Mounds,Trifid Sector HR-W d1-251
2000-01-01T560,Bark Mounds,Trifid Sector HR-W d1-256
2000-01-01T561,Bark Mounds,Trifid Sector HR-W d1-45
2000-01-01T562,Bark Mounds,Trifid Sector KC-V c2-42
2000-01-01T563,Bark Mounds,V380 Orionis
2000-01-01T564,Bark Mounds,V4203 Sagittarii
2000-01-01T565,Bark Mounds,Vegnaa FN-J d9-3
2000-01-01T566,Bark Mounds,Vegnaa FN-J d9-45
2000-01-01T567,Bark Mounds,Vegnaa NL-R c19-3
2000-01-01T568,Bark Mounds,Vegnaa PR-P c20-5
2000-01-01T569,Bark Mounds,Vegneia AF-R e4-29
2000-01-01T570,Bark Mounds,Vegneia ZD-R c18-135
2000-01-01T571,Bark Mounds,Vegnue VK-E d12-1252
2000-01-01T572,Bark Mounds,Vegnue VK-E d12-1615
2000-01-01T573,Bark Mounds,Vegnue VK-E d12-853
2000-01-01T574,Bark Mounds,Vegnue WZ-P e5-38
